省广佛,#genre#
CHC高清电影,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=CHCHD_7000
CHC家庭影院,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=CHChometheatre_1500
CHC动作电影,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=CHCactionmovie_1500
广东卫视,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=1401
深圳卫视,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=shenzhenHD_7000
东方卫视,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=dongfangHD_7000
北京卫视,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=beijingHD_7000
湖南卫视,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=hunanHD_7000
江西卫视,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=jiangxiHD_7000
四川卫视,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=sichuanHD_7000
江苏卫视,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=jiangsuHD_7000
浙江卫视,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=zhejiangHD_7000
天津卫视,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=1415_4500
河北卫视,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=1426_4500
重庆卫视,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=chongqingHD_7000
贵州卫视,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=guizhouHD_7000
辽宁卫视,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=liaoningHD_7000
湖北卫视,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=hubeiHD_7000
黑龙江卫视,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=heilongjiangHD_7000
海南卫视,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=1451_4500
三沙卫视,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=1453_4500
陕西卫视,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=1452_4500
东南卫视,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=dongnanweishiHD
山东卫视,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=1416_4500
安徽卫视,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=anhuiHD
吉林卫视,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=jilinHD
河南卫视,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=henangaoqing
广西卫视,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=guangxi
金鹰卡通576,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=jinyingkatong
卡酷少儿576,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=kakushaoer
斗门融媒,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=2207
珠海1.576,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=zhuhaiyitao_1500
珠海2.576,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=zhuhaiertao_1500
汕头综合,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=shantouyitaogaoqing_4500
汕头经济生活,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=shantouertaogaoqing_4500
汕头文旅体育,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=2508_4500
汕尾文化生活,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=shanweigonggongHD
汕尾新闻综合,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=shanweizongheHD
潮州综合高清,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=3131_4500
潮州民生高清,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=3132_4500
潮安综合高清,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=chaoanzongheHD_4500
饶平台高清,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=raopingtaiHD_4500
中山综合,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=3665
中山香山文化,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=3663
中山教育,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=3664
梅州1,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=meizhou1HD_4500
梅州2,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=meizhou2HD_4500
梅州导视,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=meizhoudaoshiHD
梅县综合,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=meixianHD
兴宁市576,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=xingning1
平远综合576,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=pingyuan1
五华576,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=wuhua1HD
东莞新闻综合,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=2121
东莞生活资讯,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=2122
鹤山综合,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=3709
惠州1,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=2314
惠州2,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=2316
博罗综合,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=2305
惠东,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=huidongHD
惠阳台576,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=huiyangtai
廉江综合-1,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=3209
廉江综合-2,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=3210
增城电视台.576,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=2079
湛江综合.576,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=zhanjiangzonghe_1500
湛江公共.576,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=zhanjianggonggong_1500
韶关新闻综合.576,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=shaoguanzonghe_1500
始兴综合.576,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=2641
江门综合.576,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=3712_1500
江门侨乡生活.576,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=jiangmenyitao_1500
新会综合.576,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=xinhui_1500
佛冈.576,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=2405
怀集综合.576,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=2805
云浮综合.576,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=yunfuyitao_1500
云浮文旅.576,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=yunfuertao_1500
肇庆综合.576,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=zhaoqingyitao_1500
肇庆生活服务.576,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=zhaoqingertao_1500
茂名综合,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=3012
茂名文化生活,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=3013
海丰综合576,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=haifengzonghe
河源公共576,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=heyuanertao_1500
河源综合,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=heyuanzongheHD
紫金台,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=zijintai
化州综合360,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=huazhoutai
揭东综合576,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=jiedongzonghe
揭阳生活,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=jieyanggonggongHD
揭阳综合,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=jieyangzongheHD
普宁台,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=puningtai
清远文旅生活,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=qingyuangonggongHD
清远新闻综合,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=qingyuanzongheHD
信宜,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=xinyigaoqing
英德综合360,http://103.45.68.47:666/gy/gy_ZaDGPy/豆豆.php?id=yingdezonghe
240228,#genre#
广东卫视(1024x576),http://115.45.101.165:8888/rtp/239.77.0.2:5146
广东卫视(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.19:5146
广东卫视(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.152:5146
广东卫视(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.84:5146
广东卫视超清(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.166:5146
广东珠江(1024x576),http://115.45.101.165:8888/rtp/239.77.0.3:5146
广东珠江(785x576),http://115.45.101.165:8888/rtp/239.77.1.94:5146
广东珠江(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.1:5146
广东珠江超清(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.114:5146
广东新闻(1024x576),http://115.45.101.165:8888/rtp/239.77.0.4:5146
广东新闻(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.173:5146
广东民生(1024x576),http://115.45.101.165:8888/rtp/239.77.0.5:5146
广东民生(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.225:5146
广东体育(1024x576),http://115.45.101.165:8888/rtp/239.77.0.6:5146
广东体育(785x576),http://115.45.101.165:8888/rtp/239.77.1.97:5146
广东体育(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.112:5146
广东体育超清(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.168:5146
经济科教(1024x576),http://115.45.101.165:8888/rtp/239.77.0.8:5146
经济科教(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.85:5146
经济科教超清(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.167:5146
大湾区卫视(1024x576),http://115.45.101.165:8888/rtp/239.77.0.9:5146
大湾区卫视(785x576),http://115.45.101.165:8888/rtp/239.77.1.12:5146
大湾区卫视(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.215:5146
广东影视(1024x576),http://115.45.101.165:8888/rtp/239.77.0.11:5146
广东影视(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.217:5146
广东少儿(1024x576),http://115.45.101.165:8888/rtp/239.77.0.12:5146
广东少儿(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.250:5146
嘉佳卡通(1024x576),http://115.45.101.165:8888/rtp/239.77.0.13:5146
嘉佳卡通(785x576),http://115.45.101.165:8888/rtp/239.77.1.15:5146
嘉佳卡通(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.179:5146
南方购物(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.19:5146
南方购物(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.22:5146
岭南戏曲(1024x576),http://115.45.101.165:8888/rtp/239.77.0.16:5146
岭南戏曲(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.122:5146
广东房产(1024x576),http://115.45.101.165:8888/rtp/239.77.0.14:5146
现代教育(1024x576),http://115.45.101.165:8888/rtp/239.77.0.18:5146
现代教育(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.213:5146
广东移动(1024x576),http://115.45.101.165:8888/rtp/239.77.0.20:5146
广东4K超高清(3840x2160),http://115.45.101.165:8888/rtp/239.77.1.237:5146
广东4K超高清(3840x2160),http://115.45.101.165:8888/rtp/239.77.0.244:5146
广东4K超高清(3840x2160),http://115.45.101.165:8888/rtp/239.77.0.245:5146
广东4K超高清(3840x2160) 宽色域 (AVS2),http://115.45.101.165:8888/rtp/239.77.0.252:5146
广州综合(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.71:5146
广州新闻(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.72:5146
广州影视(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.73:5146
广州法治(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.74:5146
南国都市 4K(3840x2160),http://115.45.101.165:8888/rtp/239.253.43.99:5146
深圳卫视(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.3:5146
深圳卫视(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.148:5146
深圳卫视(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.92:5146
深圳卫视超清(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.130:5146
深圳都市频道(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.176:5146
深圳都市频道(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.124:5146
深圳电视剧频道(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.177:5146
深圳电视剧频道(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.125:5146
深圳财经生活(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.242:5146
深圳娱乐频道(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.243:5146
深圳体育健康(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.128:5146
深圳体育健康(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.140:5146
深圳少儿频道(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.244:5146
深圳公共频道(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.178:5146
深圳公共频道(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.126:5146
深圳宝安频道(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.67:5146
深圳宝安第一课(1024x576),http://115.45.101.165:8888/rtp/239.77.1.225:5146
深圳龙岗频道(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.223:5146
深圳众创TV(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.247:5146
深圳移动电视(785x576),http://115.45.101.165:8888/rtp/239.77.1.175:5146
深圳宜和购物(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.87:5146
韶关新闻综合(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.117:5146
湛江新闻综合(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.141:5146
湛江公共(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.140:5146
揭阳综合(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.229:5146
揭阳生活(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.251:5146
汕尾新闻综合(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.25:5146
汕尾文化生活(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.187:5146
江门综合(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.201:5146
江门侨乡生活(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.202:5146
HZTV-1(785x576),http://115.45.101.165:8888/rtp/239.77.1.154:5146
HZTV-1(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.232:5146
HZTV-2(785x576),http://115.45.101.165:8888/rtp/239.77.1.173:5146
HZTV-2(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.233:5146
珠海-1(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.155:5146
珠海-2(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.154:5146
肇庆综合(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.1:5146
肇庆生活服务(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.2:5146
河源综合(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.213:5146
河源公共(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.214:5146
清远新闻综合(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.33:5146
清远文旅生活(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.34:5146
云浮综合(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.253:5146
云浮文旅(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.254:5146
茂名综合(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.206:5146
茂名公共(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.207:5146
汕头综合(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.130:5146
汕头综合(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.45:5146
汕头经济生活(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.131:5146
汕头经济生活(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.46:5146
汕头文旅体育(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.132:5146
汕头文旅体育(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.47:5146
佛山公共(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.53:5146
佛山南海(785x576),http://115.45.101.165:8888/rtp/239.77.0.236:5146
佛山南海(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.54:5146
佛山顺德(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.55:5146
佛山影视(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.56:5146
佛山综合(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.57:5146
东莞新闻综合(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.104:5146
东莞生活资讯(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.105:5146
中山综合(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.62:5146
香山文化(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.63:5146
潮州综合(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.70:5146
潮州民生(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.75:5146
徐闻综合(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.112:5146
梅州-1(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.123:5146
客家生活(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.124:5146
CCTV-1综合(768x576),http://115.45.101.165:8888/rtp/239.77.0.30:5146
CCTV-1(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.241:5146
CCTV-1(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.17:5146
CCTV-1(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.144:5146
CCTV-1(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.86:5146
CCTV-1超清(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.129:5146
CCTV-2财经(768x576),http://115.45.101.165:8888/rtp/239.77.0.31:5146
CCTV-2(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.158:5146
CCTV-2(1920x1080) (CAVS),http://115.45.101.165:8888/rtp/239.253.43.17:5146
CCTV -2财经(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.137:5146
CCTV-3综艺(1024x576),http://115.45.101.165:8888/rtp/239.77.0.32:5146
CCTV-3(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.169:5146
CCTV-3超清(1920x1080) (CAVS),http://115.45.101.165:8888/rtp/239.77.0.175:5146
CCTV-4中文国际(768x576),http://115.45.101.165:8888/rtp/239.77.0.33:5146
CCTV-4(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.163:5146
CCTV-4(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.166:5146
CCTV-4(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.78:5146
CCTV-4美洲(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.121:5146
CCTV-4欧洲(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.120:5146
CCTV-5体育(1024x576),http://115.45.101.165:8888/rtp/239.77.0.34:5146
CCTV-5(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.170:5146
CCTV-5超清(1920x1080) (CAVS),http://115.45.101.165:8888/rtp/239.77.0.177:5146
CCTV-5+(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.87:5146
CCTV-5+(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.31:5146
CCTV-6电影(1024x576),http://115.45.101.165:8888/rtp/239.77.0.35:5146
CCTV-6(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.171:5146
CCTV-6超清(1920x1080) (CAVS),http://115.45.101.165:8888/rtp/239.77.0.178:5146
CCTV-7国防军事(768x576),http://115.45.101.165:8888/rtp/239.77.0.36:5146
CCTV-7(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.159:5146
CCTV-7(1920x1080) (CAVS),http://115.45.101.165:8888/rtp/239.77.1.167:5146
CCTV -7军事农业(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.138:5146
CCTV-8电视剧(1024x576),http://115.45.101.165:8888/rtp/239.77.0.37:5146
CCTV-8(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.172:5146
CCTV-8超清(1920x1080) (CAVS)(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.181:5146
CCTV-9纪录(768x576),http://115.45.101.165:8888/rtp/239.77.0.38:5146
CCTV-9(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.160:5146
CCTV-9(1920x1080) (CAVS),http://115.45.101.165:8888/rtp/239.77.1.168:5146
CCTV-9(1920x1080)测试,http://115.45.101.165:8888/rtp/239.77.0.135:5146
CCTV-10科教(768x576),http://115.45.101.165:8888/rtp/239.77.0.39:5146
CCTV-10(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.113:5146
CCTV-10(1920x1080) (CAVS),http://115.45.101.165:8888/rtp/239.77.1.169:5146
CCTV-10科教(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.134:5146
CCTV-11戏曲(768x576),http://115.45.101.165:8888/rtp/239.77.0.40:5146
CCTV-11(785x576),http://115.45.101.165:8888/rtp/239.77.1.42:5146
CCTV-11(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.238:5146
CCTV-12社会与法(768x576),http://115.45.101.165:8888/rtp/239.77.0.41:5146
CCTV-12(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.109:5146
CCTV-12(1920x1080) (CAVS),http://115.45.101.165:8888/rtp/239.77.1.170:5146
CCTV-12(1920x1080)测试,http://115.45.101.165:8888/rtp/239.77.0.136:5146
CCTV-13新闻(768x576),http://115.45.101.165:8888/rtp/239.77.0.42:5146
CCTV-13(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.188:5146
CCTV-13(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.196:5146
CCTV-14少儿(768x576),http://115.45.101.165:8888/rtp/239.77.0.43:5146
CCTV-14(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.161:5146
CCTV-14(1920x1080) (CAVS),http://115.45.101.165:8888/rtp/239.77.1.171:5146
CCTV-14(1920x1080)测试,http://115.45.101.165:8888/rtp/239.77.0.133:5146
CCTV-15音乐(768x576),http://115.45.101.165:8888/rtp/239.77.0.44:5146
CCTV-15(785x576),http://115.45.101.165:8888/rtp/239.77.1.11:5146
CCTV-15(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.239:5146
CCTV-16(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.165:5146
CCTV-16(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.76:5146
CCTV-16 4K(3840x2160),http://115.45.101.165:8888/rtp/239.77.1.98:5146
CCTV-17农业(768x576),http://115.45.101.165:8888/rtp/239.77.0.115:5146
CCTV-17(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.121:5146
CCTV-17农业(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.198:5146
CCTV-4K(3840x2160),http://115.45.101.165:8888/rtp/239.77.0.194:5146
CCTV-4K(3840x2160)50p,http://115.45.101.165:8888/rtp/239.77.0.174:5146
CCTV-4K(3840x2160),http://115.45.101.165:8888/rtp/239.77.1.180:5146
CCTV-8K,http://115.45.101.165:8888/rtp/239.253.43.106:5146
CGTN(768x576),http://115.45.101.165:8888/rtp/239.77.0.45:5146
CGTN(785x576),http://115.45.101.165:8888/rtp/239.77.1.27:5146
CGTN英语(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.199:5146
CGTN纪录(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.122:5146
CGTN西班牙语(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.221:5146
CGTN法语(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.228:5146
CGTN阿拉伯语(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.200:5146
CGTN俄语(1920x1080),http://115.45.101.165:8888/rtp/239.253.43.201:5146
湖南卫视(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.5:5146
湖南卫视(1920x1080) (CAVS),http://115.45.101.165:8888/rtp/239.77.1.129:5146
湖南卫视(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.88:5146
湖南卫视超清(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.127:5146
浙江卫视(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.33:5146
浙江卫视(1920x1080) (CAVS),http://115.45.101.165:8888/rtp/239.77.1.150:5146
浙江卫视(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.89:5146
浙江卫视超清(1920x1080) (CAVS),http://115.45.101.165:8888/rtp/239.77.0.125:5146
江苏卫视(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.18:5146
江苏卫视(1920x1080) (CAVS),http://115.45.101.165:8888/rtp/239.77.1.149:5146
江苏卫视(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.90:5146
江苏卫视超清(1920x1080) (CAVS),http://115.45.101.165:8888/rtp/239.77.0.126:5146
东方卫视(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.218:5146
东方卫视(1920x1080) (CAVS),http://115.45.101.165:8888/rtp/239.77.1.156:5146
东方卫视(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.98:5146
安徽卫视(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.92:5146
安徽卫视(1920x1080) (CAVS),http://115.45.101.165:8888/rtp/239.77.1.157:5146
安徽卫视(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.183:5146
北京卫视(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.4:5146
北京卫视(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.151:5146
北京卫视(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.91:5146
天津卫视(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.141:5146
天津卫视(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.182:5146
天津卫视(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.97:5146
天津卫视超清(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.131:5146
山东卫视(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.142:5146
山东卫视(1920x1080) (CAVS),http://115.45.101.165:8888/rtp/239.77.1.153:5146
山东卫视(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.94:5146
山东卫视超清(1920x1080) (CAVS),http://115.45.101.165:8888/rtp/239.77.0.132:5146
江西卫视(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.219:5146
江西卫视(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.149:5146
湖北卫视(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.93:5146
湖北卫视(1920x1080),http://115.45.101.165:8888/rtp/239.77.1.174:5146
湖北卫视(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.95:5146
湖北卫视超清(1920x1080),http://115.45.101.165:8888/rtp/239.77.0.128:5146
